project,groupId,cloneType,consistId,inconsistentGroup,fileNum
jfreechart,10377,3,0,4#3,1
jfreechart,10766,2,0,3#4,2
jfreechart,10766,2,0,4#3,2
jfreechart,101602,3,0,3#4,1
jfreechart,101602,3,0,4#3,1
jfreechart,10379,3,0,3#4,1
jfreechart,10379,3,0,4#3,1
jfreechart,10780,3,0,5#6,1
jfreechart,10780,3,0,6#5,1
jfreechart,10864,3,0,4#3,1
jfreechart,10864,3,0,5#6,1
jfreechart,10864,3,0,6#5,1
jfreechart,101657,3,0,4#3,2
jfreechart,101657,3,0,8#7,2
jfreechart,101657,3,0,10#9,2
jfreechart,10437,2,0,3#4,1
jfreechart,10437,2,0,4#3,1
jfreechart,10437,2,0,7#8,1
jfreechart,10437,3,0,9#10,1
jfreechart,10437,3,0,10#9,1
jfreechart,10492,3,0,4#3,2
jfreechart,10492,3,0,5#6,2
jfreechart,10492,3,0,10#9,2
jfreechart,10492,3,0,11#12,2
jfreechart,10891,3,0,3#4,2
jfreechart,10891,3,0,6#5,2
jfreechart,10997,3,0,3#4,2
jfreechart,101259,3,0,4#3,2
jfreechart,101259,3,0,5#6,2
jfreechart,10487,3,0,3#4,1
jfreechart,10487,3,0,4#3,1
jfreechart,10487,3,0,6#5,1
jfreechart,10487,3,0,8#7,1
jfreechart,10869,3,0,3#4,2
jfreechart,10869,3,0,5#6,2
jfreechart,10869,3,0,8#7,2
jfreechart,10869,3,0,9#10,2
jfreechart,10869,3,0,12#11,2
jfreechart,10869,3,0,14#13,2
jfreechart,10718,3,0,3#4,1
jfreechart,10718,3,0,4#3,1
jfreechart,10718,3,0,5#6,1
jfreechart,10718,3,0,6#5,1
jfreechart,101267,3,0,3#4,2
jfreechart,101267,3,0,5#6,2
jfreechart,101267,3,0,8#7,2
jfreechart,10256,2,0,4#3,2
jfreechart,10256,3,0,5#6,2
jfreechart,10256,3,0,7#8,2
jfreechart,10256,3,0,8#7,2
jfreechart,10532,3,0,4#3,2
jfreechart,10532,3,0,5#6,2
jfreechart,10532,3,0,8#7,2
jfreechart,101626,3,0,4#3,2
jfreechart,101626,3,0,6#5,2
jfreechart,101626,3,0,8#7,2
jfreechart,101626,3,0,10#9,2
jfreechart,101344,3,0,3#4,2
jfreechart,101344,3,0,4#3,2
jfreechart,101344,3,0,5#6,2
jfreechart,101344,3,0,6#5,2
jfreechart,10109,3,0,4#3,2
jfreechart,10109,3,0,5#6,2
jfreechart,111769,3,0,4#3,1
jfreechart,10847,3,0,4#3,2
jfreechart,10847,3,0,5#6,2
jfreechart,10847,3,0,8#7,2
jfreechart,10847,3,0,10#9,2
jfreechart,10984,2,0,3#4,2
jfreechart,101897,3,0,4#3,2
jfreechart,10798,3,0,4#3,2
jfreechart,10837,3,0,3#4,2
jfreechart,10837,3,0,5#6,2
jfreechart,10837,3,0,8#7,2
jfreechart,10255,3,0,4#3,2
jfreechart,10255,3,0,5#6,2
jfreechart,10255,3,0,7#8,2
jfreechart,10255,3,0,10#9,2
jfreechart,101263,3,0,4#3,2
jfreechart,101263,3,0,5#6,2
jfreechart,101408,3,0,4#3,2
jfreechart,101408,3,0,6#5,2
jfreechart,101408,3,0,7#8,2
jfreechart,111770,3,0,4#3,1
jfreechart,10839,3,0,3#4,2
jfreechart,10839,3,0,5#6,2
jfreechart,10839,3,0,8#7,2
jfreechart,10839,3,0,10#9,2
jfreechart,1096,3,0,4#3,1
jfreechart,10900,3,0,3#4,2
jfreechart,10900,3,0,6#5,2
jfreechart,10462,3,0,4#3,2
jfreechart,10462,3,0,6#5,2
jfreechart,10105,3,0,4#3,2
jfreechart,10154,2,0,4#3,2
jfreechart,10154,3,0,5#6,2
jfreechart,101406,2,0,3#4,2
jfreechart,101406,3,0,6#5,2
jfreechart,10774,3,0,4#3,2
jfreechart,10774,3,0,5#6,2
jfreechart,10774,3,0,8#7,2
jfreechart,10901,3,0,4#3,1
jfreechart,10901,3,0,5#6,1
jfreechart,10901,3,0,6#5,1
jfreechart,10770,3,0,3#4,2
jfreechart,10770,3,0,5#6,2
jfreechart,10770,3,0,6#5,2
jfreechart,101265,3,0,3#4,2
jfreechart,101265,3,0,5#6,2
jfreechart,101265,3,0,8#7,2
jfreechart,121947,3,0,3#4,1
jfreechart,121947,3,0,4#3,1
jfreechart,10946,2,0,3#4,2
jfreechart,10155,2,0,4#3,2
jfreechart,10155,3,0,5#6,2
jfreechart,101001,3,0,3#4,2
jfreechart,10446,3,0,3#4,1
jfreechart,10446,3,0,4#3,1
jfreechart,101014,3,0,4#3,1
jfreechart,101014,3,0,6#5,1
jfreechart,1099,3,0,3#4,2
jfreechart,1099,3,0,6#5,2
jfreechart,1099,3,0,7#8,2
jfreechart,1099,3,0,9#10,2
jfreechart,1099,3,0,10#9,2
jfreechart,101606,3,0,4#3,2
jfreechart,101274,3,0,3#4,2
jfreechart,101274,3,0,6#5,2
jfreechart,10894,3,0,4#3,2
jfreechart,10894,3,0,5#6,2
jfreechart,10894,3,0,8#7,2
jfreechart,101904,3,0,4#3,2
jfreechart,101904,3,0,5#6,2
jfreechart,10692,3,0,3#4,1
jfreechart,10692,3,0,4#3,1
jfreechart,101326,3,0,3#4,2
jfreechart,101268,3,0,3#4,2
jfreechart,101268,3,0,5#6,2
jfreechart,101268,3,0,8#7,2
jfreechart,10473,3,0,4#3,2
jfreechart,10163,2,0,4#3,2
jfreechart,10163,3,0,5#6,2
jfreechart,10161,2,0,4#3,2
jfreechart,10161,3,0,5#6,2
jfreechart,10796,3,0,4#3,2
jfreechart,10796,3,0,5#6,2
jfreechart,10474,3,0,4#3,2
jfreechart,111733,3,0,4#3,1
jfreechart,101967,3,0,3#4,2
jfreechart,101967,3,0,6#5,2
jfreechart,101967,3,0,8#7,2
jfreechart,10480,3,0,3#4,1
jfreechart,10480,3,0,4#3,1
jfreechart,10779,3,0,3#4,1
jfreechart,10779,3,0,5#6,1
jfreechart,101905,3,0,3#4,2
jfreechart,101849,2,0,3#4,2
jfreechart,101888,3,0,4#3,1
jfreechart,101888,3,0,6#5,1
jfreechart,101888,3,0,7#8,1
jfreechart,101888,3,0,8#7,1
jfreechart,101888,3,0,10#9,1
jfreechart,1092,3,0,3#4,2
jfreechart,1092,3,0,5#6,2
jfreechart,1092,3,0,7#8,2
jfreechart,112062,3,0,4#3,1
jfreechart,101428,3,0,3#4,2
jfreechart,101428,3,0,6#5,2
jfreechart,101428,3,0,7#8,2
jfreechart,101428,3,0,9#10,2
jfreechart,101428,3,0,12#11,2
jfreechart,101182,3,0,4#3,2
jfreechart,101182,3,0,5#6,2
jfreechart,122030,3,0,3#4,2
jfreechart,122030,3,0,5#6,2
jfreechart,122030,3,0,6#5,2
jfreechart,121542,3,0,4#3,2
jfreechart,10443,3,0,3#4,1
jfreechart,10443,3,0,4#3,1
jfreechart,101380,3,0,4#3,2
jfreechart,101380,3,0,6#5,2
jfreechart,101380,3,0,8#7,2
jfreechart,10784,3,0,3#4,2
jfreechart,10784,3,0,6#5,2
jfreechart,10784,3,0,7#8,2
jfreechart,10606,3,0,4#3,2
jfreechart,10606,3,0,5#6,2
jfreechart,10119,2,0,4#3,2
jfreechart,10119,3,0,5#6,2
jfreechart,10880,3,0,4#3,2
jfreechart,10767,3,0,3#4,2
jfreechart,10767,3,0,5#6,2
jfreechart,10767,3,0,6#5,2
jfreechart,101970,3,0,3#4,2
jfreechart,101970,3,0,5#6,2
jfreechart,101970,3,0,8#7,2
jfreechart,101353,3,0,3#4,2
jfreechart,101353,3,0,4#3,2
jfreechart,10270,3,0,3#4,2
jfreechart,101713,1,0,3#4,2
jfreechart,102068,3,0,3#4,1
jfreechart,102068,3,0,4#3,1
jfreechart,102068,3,0,5#6,1
jfreechart,102068,3,0,7#8,1
jfreechart,102068,3,0,8#7,1
jfreechart,101903,3,0,3#4,1
jfreechart,101402,3,0,3#4,1
jfreechart,10608,3,0,4#3,2
jfreechart,10608,3,0,5#6,2
jfreechart,101679,3,0,3#4,2
jfreechart,10878,3,0,4#3,2
jfreechart,10878,3,0,6#5,2
jfreechart,10878,3,0,7#8,2
jfreechart,101978,2,0,4#3,2
jfreechart,10475,3,0,3#4,1
jfreechart,10475,3,0,5#6,1
jfreechart,10479,3,0,4#3,2
jfreechart,101013,3,0,4#3,1
jfreechart,101607,3,0,4#3,2
jfreechart,101329,3,0,3#4,2
jfreechart,101002,3,0,4#3,2
jfreechart,101002,3,0,5#6,2
jfreechart,111300,3,0,3#4,1
jfreechart,111300,3,0,4#3,1
jfreechart,10388,3,0,4#3,2
jfreechart,10388,3,0,6#5,2
jfreechart,10388,3,0,7#8,2
jfreechart,10388,3,0,8#7,2
jfreechart,10388,3,0,9#10,2
jfreechart,101984,3,0,3#4,2
jfreechart,101984,3,0,6#5,2
jfreechart,10500,3,0,4#3,2
jfreechart,10465,3,0,4#3,2
jfreechart,101966,3,0,3#4,2
jfreechart,101966,3,0,6#5,2
jfreechart,10846,3,0,3#4,2
jfreechart,10846,3,0,6#5,2
jfreechart,10846,3,0,8#7,2
jfreechart,121422,3,0,4#3,2
jfreechart,10877,3,0,3#4,2
jfreechart,10877,3,0,5#6,2
jfreechart,10877,3,0,8#7,2
jfreechart,10877,3,0,10#9,2
jfreechart,10877,3,0,11#12,2
jfreechart,10877,3,0,13#14,2
jfreechart,10793,3,0,3#4,2
jfreechart,10793,3,0,6#5,2
jfreechart,10793,3,0,7#8,2
jfreechart,102010,2,0,3#4,1
jfreechart,102010,2,0,4#3,1
jfreechart,101521,3,0,4#3,2
jfreechart,101521,3,0,5#6,2
jfreechart,10470,3,0,4#3,2
jfreechart,101520,3,0,4#3,2
jfreechart,101520,3,0,5#6,2
jfreechart,101520,3,0,6#5,2
jfreechart,101426,2,0,4#3,2
jfreechart,101426,3,0,5#6,2
jfreechart,101426,3,0,8#7,2
jfreechart,10690,3,0,3#4,1
jfreechart,10690,3,0,4#3,1
jfreechart,101313,3,0,3#4,2
jfreechart,101313,3,0,5#6,2
jfreechart,101478,3,0,3#4,2
jfreechart,101478,3,0,4#3,2
jfreechart,1067,3,0,3#4,1
jfreechart,1067,3,0,4#3,1
jfreechart,101560,2,0,3#4,2
jfreechart,10467,3,0,4#3,2
jfreechart,10467,3,0,6#5,2
jfreechart,10227,2,0,3#4,2
jfreechart,10227,3,0,5#6,2
jfreechart,10227,3,0,7#8,2
jfreechart,10227,3,0,10#9,2
jfreechart,10227,3,0,12#11,2
jfreechart,10663,3,0,3#4,2
jfreechart,10663,3,0,6#5,2
jfreechart,10663,3,0,8#7,2
jfreechart,10663,3,0,9#10,2
jfreechart,10404,3,0,4#3,2
jfreechart,10404,3,0,5#6,2
jfreechart,10404,3,0,8#7,2
jfreechart,10404,3,0,9#10,2
jfreechart,10944,3,0,4#3,2
jfreechart,10944,3,0,5#6,2
jfreechart,101368,3,0,3#4,2
jfreechart,101368,3,0,4#3,2
jfreechart,121729,3,0,4#3,2
jfreechart,10640,3,0,3#4,2
jfreechart,10640,3,0,5#6,2
jfreechart,10818,3,0,3#4,2
jfreechart,101360,3,0,3#4,2
jfreechart,101360,3,0,4#3,2
jfreechart,101360,3,0,5#6,2
jfreechart,101360,3,0,6#5,2
jfreechart,101403,3,0,4#3,2
jfreechart,101403,3,0,5#6,2
jfreechart,101693,3,0,4#3,2
jfreechart,101677,3,0,3#4,2
jfreechart,101677,3,0,4#3,2
jfreechart,101677,3,0,6#5,2
jfreechart,101677,3,0,8#7,2
jfreechart,101677,3,0,10#9,2
jfreechart,101677,3,0,12#11,2
jfreechart,101404,3,0,3#4,2
jfreechart,101404,3,0,6#5,2
jfreechart,121775,3,0,3#4,1
jfreechart,101524,3,0,3#4,2
jfreechart,101524,3,0,5#6,2
jfreechart,101524,3,0,8#7,2
jfreechart,101524,3,0,9#10,2
jfreechart,10230,2,0,3#4,2
jfreechart,10230,3,0,6#5,2
jfreechart,10230,2,0,8#7,2
jfreechart,10230,3,0,9#10,2
jfreechart,10230,3,0,12#11,2
jfreechart,10502,3,0,3#4,2
jfreechart,10502,3,0,6#5,2
jfreechart,101656,3,0,3#4,2
jfreechart,101656,3,0,4#3,2
jfreechart,101656,3,0,5#6,2
jfreechart,101656,3,0,7#8,2
jfreechart,101656,3,0,9#10,2
jfreechart,101656,3,0,10#9,2
jfreechart,101694,3,0,4#3,2
jfreechart,10717,3,0,3#4,1
jfreechart,10717,3,0,4#3,1
jfreechart,10717,3,0,5#6,1
jfreechart,10717,3,0,6#5,1
jfreechart,121777,3,0,3#4,1
jfreechart,101337,3,0,3#4,2
jfreechart,101337,3,0,4#3,2
jfreechart,101625,3,0,4#3,2
jfreechart,101625,3,0,6#5,2
jfreechart,10899,3,0,4#3,2
jfreechart,10899,3,0,6#5,2
jfreechart,10899,3,0,7#8,2
jfreechart,10899,3,0,10#9,2
jfreechart,10876,3,0,3#4,2
jfreechart,10876,3,0,5#6,2
jfreechart,10876,3,0,8#7,2
jfreechart,10876,3,0,9#10,2
jfreechart,10876,3,0,11#12,2
jfreechart,101523,3,0,3#4,2
jfreechart,101523,3,0,6#5,2
jfreechart,101425,3,0,4#3,1
jfreechart,101425,3,0,5#6,1
jfreechart,101425,3,0,6#5,1
jfreechart,101425,3,0,8#7,1
jfreechart,10670,3,0,3#4,1
jfreechart,10670,3,0,5#6,1
jfreechart,10670,3,0,6#5,1
jfreechart,10670,3,0,7#8,1
jfreechart,10670,3,0,9#10,1
jfreechart,10670,3,0,10#9,1
jfreechart,10670,3,0,11#12,1
jfreechart,10670,3,0,12#11,1
jfreechart,101270,3,0,3#4,2
jfreechart,101270,3,0,6#5,2
jfreechart,101996,2,0,3#4,2
jfreechart,101996,3,0,6#5,2
jfreechart,101685,3,0,3#4,2
jfreechart,10386,3,0,3#4,2
jfreechart,10823,3,0,4#3,2
jfreechart,10823,3,0,5#6,2
jfreechart,10871,3,0,3#4,2
jfreechart,10871,3,0,5#6,2
jfreechart,10871,3,0,7#8,2
jfreechart,10871,3,0,10#9,2
jfreechart,101580,3,0,3#4,2
jfreechart,101580,3,0,4#3,2
jfreechart,101580,3,0,5#6,2
jfreechart,101580,3,0,7#8,2
jfreechart,101580,3,0,9#10,2
jfreechart,101580,3,0,10#9,2
jfreechart,101054,3,0,3#4,1
jfreechart,101054,3,0,4#3,1
jfreechart,101054,3,0,5#6,1
jfreechart,101054,3,0,6#5,1
jfreechart,101054,3,0,8#7,1
jfreechart,101415,3,0,3#4,2
jfreechart,101415,3,0,6#5,2
jfreechart,101415,3,0,7#8,2
jfreechart,101415,3,0,10#9,2
jfreechart,101415,3,0,11#12,2
jfreechart,10742,3,0,4#3,1
jfreechart,10742,3,0,5#6,1
jfreechart,10742,3,0,8#7,1
jfreechart,10995,3,0,3#4,2
jfreechart,121949,3,0,3#4,2
jfreechart,121949,3,0,4#3,2
jfreechart,121949,3,0,6#5,2
jfreechart,101711,3,0,3#4,2
jfreechart,101711,3,0,4#3,2
jfreechart,101711,3,0,5#6,2
jfreechart,101711,3,0,7#8,2
jfreechart,101711,3,0,9#10,2
jfreechart,101711,3,0,10#9,2
jfreechart,101711,3,0,11#12,2
jfreechart,101711,3,0,13#14,2
jfreechart,101711,3,0,15#16,2
jfreechart,101711,3,0,17#18,2
jfreechart,101711,3,0,19#20,2
jfreechart,10874,3,0,3#4,2
jfreechart,10874,3,0,6#5,2
jfreechart,10874,3,0,7#8,2
jfreechart,10874,3,0,9#10,2
jfreechart,101416,3,0,4#3,2
jfreechart,101416,3,0,6#5,2
jfreechart,101416,3,0,7#8,2
jfreechart,101416,3,0,10#9,2
jfreechart,101416,3,0,12#11,2
jfreechart,101993,3,0,3#4,2
jfreechart,101993,3,0,4#3,2
jfreechart,10743,3,0,4#3,1
jfreechart,10743,3,0,5#6,1
jfreechart,10743,3,0,8#7,1
jfreechart,101409,3,0,3#4,2
jfreechart,101409,3,0,6#5,2
jfreechart,101370,3,0,3#4,2
jfreechart,101370,3,0,4#3,2
jfreechart,10112,3,0,3#4,2
jfreechart,10112,3,0,4#3,2
jfreechart,10112,3,0,5#6,2
jfreechart,122052,3,0,3#4,2
jfreechart,122052,3,0,6#5,2
jfreechart,101457,3,0,4#3,2
jfreechart,101457,3,0,5#6,2
jfreechart,101457,3,0,8#7,2
jfreechart,101457,3,0,10#9,2
jfreechart,101700,3,0,3#4,2
jfreechart,10635,3,0,4#3,1
jfreechart,10635,3,0,5#6,1
jfreechart,10635,3,0,6#5,1
jfreechart,121774,3,0,3#4,1
jfreechart,101407,3,0,4#3,2
jfreechart,101407,3,0,6#5,2
jfreechart,101407,3,0,7#8,2
jfreechart,10799,3,0,4#3,2
jfreechart,101586,3,0,3#4,2
jfreechart,101586,3,0,4#3,2
jfreechart,101586,3,0,6#5,2
jfreechart,101586,3,0,7#8,2
jfreechart,101586,3,0,8#7,2
jfreechart,101618,3,0,3#4,2
jfreechart,101261,3,0,4#3,2
jfreechart,101261,3,0,5#6,2
jfreechart,10489,3,0,4#3,2
jfreechart,10489,3,0,5#6,2
jfreechart,10489,3,0,8#7,2
jfreechart,10489,3,0,10#9,2
jfreechart,101327,3,0,3#4,2
jfreechart,10385,3,0,3#4,2
jfreechart,10385,3,0,4#3,2
jfreechart,10716,3,0,3#4,1
jfreechart,10716,3,0,4#3,1
jfreechart,10716,3,0,5#6,1
jfreechart,10716,3,0,6#5,1
jfreechart,10801,3,0,3#4,2
jfreechart,10801,3,0,6#5,2
jfreechart,10625,3,0,3#4,2
jfreechart,121735,3,0,3#4,1
jfreechart,101983,3,0,4#3,2
jfreechart,10253,3,0,4#3,2
jfreechart,10253,3,0,5#6,2
jfreechart,10253,3,0,7#8,2
jfreechart,10253,3,0,10#9,2
jfreechart,101614,3,0,3#4,2
jfreechart,10495,3,0,4#3,2
jfreechart,111765,3,0,4#3,1
jfreechart,10977,3,0,4#3,1
jfreechart,10977,3,0,5#6,1
jfreechart,10977,3,0,6#5,1
jfreechart,10897,3,0,3#4,2
jfreechart,10897,3,0,6#5,2
jfreechart,10464,3,0,4#3,2
jfreechart,121731,3,0,4#3,2
jfreechart,10781,3,0,3#4,1
jfreechart,10781,3,0,5#6,1
jfreechart,10781,3,0,6#5,1
jfreechart,101038,3,0,4#3,2
jfreechart,101038,3,0,5#6,2
jfreechart,101038,3,0,8#7,2
jfreechart,101038,3,0,9#10,2
jfreechart,101347,3,0,3#4,2
jfreechart,101347,3,0,4#3,2
jfreechart,101347,3,0,5#6,2
jfreechart,101347,3,0,6#5,2
jfreechart,10698,3,0,4#3,2
jfreechart,10698,3,0,5#6,2
jfreechart,10698,3,0,8#7,2
jfreechart,10698,3,0,9#10,2
jfreechart,10698,3,0,11#12,2
jfreechart,10698,3,0,13#14,2
jfreechart,10698,3,0,16#15,2
jfreechart,10698,3,0,18#17,2
jfreechart,10698,3,0,20#19,2
jfreechart,101266,3,0,3#4,2
jfreechart,101266,3,0,5#6,2
jfreechart,101266,3,0,8#7,2
jfreechart,10715,3,0,3#4,1
jfreechart,10715,3,0,4#3,1
jfreechart,10715,3,0,5#6,1
jfreechart,10715,3,0,6#5,1
jfreechart,101476,3,0,4#3,2
jfreechart,10895,3,0,4#3,2
jfreechart,10895,3,0,6#5,2
jfreechart,10895,3,0,7#8,2
jfreechart,10895,3,0,10#9,2
jfreechart,10697,3,0,3#4,2
jfreechart,10697,3,0,6#5,2
jfreechart,10697,3,0,7#8,2
jfreechart,10697,3,0,9#10,2
jfreechart,10697,3,0,11#12,2
jfreechart,10697,3,0,14#13,2
jfreechart,10772,3,0,3#4,2
jfreechart,10772,3,0,5#6,2
jfreechart,10772,3,0,6#5,2
jfreechart,121944,2,0,3#4,1
jfreechart,121944,2,0,4#3,1
jfreechart,101582,3,0,3#4,2
jfreechart,101582,3,0,5#6,2
jfreechart,101582,3,0,7#8,2
jfreechart,101582,3,0,9#10,2
jfreechart,101990,1,0,3#4,2
jfreechart,10440,3,0,3#4,1
jfreechart,10440,3,0,4#3,1
jfreechart,101003,3,0,4#3,1
jfreechart,10707,3,0,3#4,2
jfreechart,101323,3,0,3#4,2
jfreechart,101052,3,0,3#4,2
jfreechart,101052,3,0,6#5,2
jfreechart,101052,3,0,8#7,2
jfreechart,101052,3,0,9#10,2
jfreechart,101052,3,0,11#12,2
jfreechart,101052,3,0,13#14,2
jfreechart,10979,3,0,4#3,2
jfreechart,10979,3,0,6#5,2
jfreechart,10111,3,0,3#4,2
jfreechart,10111,3,0,6#5,2
jfreechart,10157,2,0,4#3,2
jfreechart,10157,3,0,5#6,2
jfreechart,112061,3,0,4#3,1
jfreechart,101328,3,0,3#4,2
jfreechart,10102,3,0,4#3,1
jfreechart,10102,3,0,5#6,1
jfreechart,10102,3,0,6#5,1
jfreechart,101968,3,0,3#4,1
jfreechart,101968,3,0,4#3,1
jfreechart,101968,3,0,6#5,1
jfreechart,121424,2,0,3#4,1
jfreechart,10113,3,0,3#4,2
jfreechart,10113,3,0,5#6,2
jfreechart,101256,3,0,4#3,1
jfreechart,101256,3,0,5#6,1
jfreechart,101256,3,0,6#5,1
jfreechart,101982,3,0,4#3,2
jfreechart,10955,3,0,4#3,2
jfreechart,101015,3,0,4#3,1
jfreechart,101015,3,0,5#6,1
jfreechart,101015,3,0,6#5,1
jfreechart,10449,3,0,3#4,1
jfreechart,10449,3,0,4#3,1
jfreechart,10694,3,0,3#4,1
jfreechart,10694,3,0,4#3,1
jfreechart,10705,3,0,3#4,2
jfreechart,10705,3,0,5#6,2
jfreechart,10705,3,0,7#8,2
jfreechart,10705,3,0,9#10,2
jfreechart,10705,3,0,11#12,2
jfreechart,10705,3,0,12#11,2
jfreechart,10488,3,0,3#4,2
jfreechart,10488,3,0,4#3,2
jfreechart,10488,3,0,6#5,2
jfreechart,10488,3,0,8#7,2
jfreechart,101314,3,0,3#4,2
jfreechart,101314,3,0,5#6,2
jfreechart,10501,3,0,4#3,2
jfreechart,101916,3,0,4#3,2
jfreechart,101916,3,0,6#5,2
jfreechart,101050,3,0,4#3,2
jfreechart,101050,3,0,6#5,2
jfreechart,101050,3,0,7#8,2
jfreechart,101050,3,0,9#10,2
jfreechart,121930,3,0,3#4,1
jfreechart,121930,3,0,4#3,1
jfreechart,10324,3,0,4#3,2
jfreechart,10324,3,0,5#6,2
jfreechart,101007,3,0,4#3,2
jfreechart,101007,3,0,5#6,2
jfreechart,121776,3,0,3#4,1
jfreechart,10162,2,0,4#3,2
jfreechart,10162,3,0,5#6,2
jfreechart,10956,3,0,4#3,2
jfreechart,10862,3,0,3#4,2
jfreechart,10862,3,0,5#6,2
jfreechart,10862,3,0,7#8,2
jfreechart,10862,3,0,10#9,2
jfreechart,10729,3,0,4#3,2
jfreechart,10729,3,0,6#5,2
jfreechart,10729,3,0,8#7,2
jfreechart,10729,3,0,9#10,2
jfreechart,10729,3,0,11#12,2
jfreechart,10829,3,0,4#3,2
jfreechart,10829,3,0,5#6,2
jfreechart,10829,3,0,8#7,2
jfreechart,10829,3,0,10#9,2
jfreechart,10434,3,0,3#4,1
jfreechart,10434,3,0,4#3,1
jfreechart,10434,3,0,6#5,1
jfreechart,10434,3,0,7#8,1
jfreechart,10434,3,0,8#7,1
jfreechart,10434,3,0,9#10,1
jfreechart,10434,3,0,10#9,1
jfreechart,10434,3,0,12#11,1
jfreechart,10434,3,0,14#13,1
jfreechart,10434,3,0,15#16,1
jfreechart,10845,3,0,3#4,2
jfreechart,10845,3,0,6#5,2
jfreechart,10410,3,0,3#4,2
jfreechart,10410,3,0,6#5,2
jfreechart,1089,3,0,3#4,2
jfreechart,1089,3,0,5#6,2
jfreechart,121945,2,0,3#4,1
jfreechart,121945,2,0,4#3,1
jfreechart,101348,3,0,3#4,2
jfreechart,101348,3,0,4#3,2
jfreechart,101348,3,0,5#6,2
jfreechart,101348,3,0,6#5,2
jfreechart,10832,3,0,3#4,2
jfreechart,10832,3,0,6#5,2
jfreechart,101184,3,0,4#3,2
jfreechart,101184,3,0,5#6,2
jfreechart,10951,3,0,4#3,2
jfreechart,10120,3,0,4#3,2
jfreechart,10120,3,0,6#5,2
jfreechart,10120,3,0,7#8,2
jfreechart,101359,3,0,3#4,2
jfreechart,101359,3,0,4#3,2
jfreechart,101359,3,0,5#6,2
jfreechart,101359,3,0,6#5,2
jfreechart,10902,3,0,4#3,1
jfreechart,10902,3,0,6#5,1
jfreechart,10902,3,0,7#8,1
jfreechart,10902,3,0,8#7,1
jfreechart,101981,3,0,3#4,2
jfreechart,101455,3,0,4#3,2
jfreechart,101455,3,0,5#6,2
jfreechart,101455,3,0,8#7,2
jfreechart,101455,3,0,10#9,2
jfreechart,101900,3,0,3#4,2
jfreechart,101900,3,0,6#5,2
jfreechart,122036,3,0,4#3,2
jfreechart,122036,3,0,5#6,2
jfreechart,10394,3,0,3#4,2
jfreechart,10394,3,0,6#5,2
jfreechart,10394,3,0,8#7,2
jfreechart,10394,3,0,9#10,2
jfreechart,111789,3,0,3#4,1
jfreechart,122051,3,0,3#4,2
jfreechart,122051,3,0,5#6,2
jfreechart,122051,3,0,8#7,2
jfreechart,122051,3,0,9#10,2
jfreechart,122051,3,0,11#12,2
jfreechart,101006,3,0,3#4,2
jfreechart,101659,3,0,3#4,1
jfreechart,10816,2,0,4#3,2
jfreechart,10816,3,0,5#6,2
jfreechart,101322,3,0,3#4,2
jfreechart,10220,3,0,3#4,1
jfreechart,10220,3,0,4#3,1
jfreechart,101674,3,0,4#3,2
jfreechart,10856,3,0,3#4,2
jfreechart,10856,3,0,5#6,2
jfreechart,10856,3,0,8#7,2
jfreechart,10703,3,0,3#4,2
jfreechart,10703,3,0,5#6,2
jfreechart,10703,3,0,8#7,2
jfreechart,101581,3,0,3#4,2
jfreechart,101581,3,0,4#3,2
jfreechart,101581,3,0,6#5,2
jfreechart,101581,3,0,7#8,2
jfreechart,101581,3,0,9#10,2
jfreechart,101581,3,0,11#12,2
jfreechart,101581,3,0,12#11,2
jfreechart,101459,2,0,3#4,1
jfreechart,101459,2,0,4#3,1
jfreechart,101459,3,0,5#6,1
jfreechart,101459,3,0,7#8,1
jfreechart,101271,3,0,3#4,2
jfreechart,101271,3,0,6#5,2
jfreechart,10950,3,0,4#3,2
jfreechart,1095,3,0,3#4,2
jfreechart,1095,3,0,5#6,2
jfreechart,1095,3,0,7#8,2
jfreechart,1095,3,0,10#9,2
jfreechart,1095,3,0,11#12,2
jfreechart,10884,3,0,4#3,2
jfreechart,10884,3,0,6#5,2
jfreechart,10884,3,0,8#7,2
jfreechart,101395,3,0,4#3,2
jfreechart,10975,3,0,4#3,1
jfreechart,10975,3,0,6#5,1
jfreechart,101854,3,0,3#4,2
jfreechart,101854,3,0,5#6,2
jfreechart,101691,1,0,3#4,2
jfreechart,10226,2,0,3#4,2
jfreechart,10226,3,0,6#5,2
jfreechart,10226,2,0,7#8,2
jfreechart,10226,3,0,10#9,2
jfreechart,10226,3,0,11#12,2
jfreechart,10662,3,0,4#3,1
jfreechart,10662,3,0,6#5,1
jfreechart,10972,2,0,3#4,2
jfreechart,121540,3,0,4#3,2
jfreechart,10441,3,0,3#4,1
jfreechart,10441,3,0,4#3,1
jfreechart,1087,3,0,3#4,2
jfreechart,10727,3,0,4#3,2
jfreechart,10727,3,0,5#6,2
jfreechart,10727,3,0,7#8,2
jfreechart,10265,2,0,4#3,2
jfreechart,10265,3,0,5#6,2
jfreechart,10265,3,0,7#8,2
jfreechart,10265,2,0,10#9,2
jfreechart,101301,3,0,3#4,2
jfreechart,101301,3,0,5#6,2
jfreechart,10842,3,0,3#4,2
jfreechart,10842,3,0,5#6,2
jfreechart,10842,3,0,7#8,2
jfreechart,10842,3,0,10#9,2
jfreechart,101589,3,0,4#3,2
jfreechart,101589,3,0,6#5,2
jfreechart,101589,3,0,8#7,2
jfreechart,10985,2,0,3#4,2
